"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IND","CCI","AMPLITUD","LTRENDIDX","M","2013-08",90.1631447330926,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2013-09",87.9776825343262,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2013-10",87.5699869616983,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2013-11",88.3801198301717,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2013-12",89.7939099348249,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-01",91.499240584153,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-02",93.2386798971904,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-03",94.8306068415775,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-04",96.1562286079192,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-05",97.2941103527935,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.27986513075,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.053583847776,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.5593921816806,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.6283261309683,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.1291179468348,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.5558564497788,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.6002386030531,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.7978743990389,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.556948095289,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-03",103.092582623112,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-04",103.799766095887,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-05",103.849717485819,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-06",103.413181405351,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.54095497144,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.530902140219,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.699419165725,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.290726455935,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.207590572073,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.377531427078,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.793472658147,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-02",101.301315260398,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.744032641432,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-04",102.013864304692,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-05",102.16963475406,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-06",102.290516045346,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-07",102.443851551682,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-08",102.687868886995,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-09",103.103735721802,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-10",103.736933770041,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-11",104.36678327639,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2016-12",104.66115808712,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-01",104.334549262815,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-02",103.64160338673,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.8771950779,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.242836556033,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.784549639153,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.556021321699,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.605687747641,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.734059584174,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.695106344499,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.318935300022,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.801795468747,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.410205117016,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.326048048037,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.366120410869,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.275625470647,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-04",99.897438946996,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-05",99.4719416555004,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.368653795402,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.8651800051456,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.603944986527,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.096780434485,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.987273195259,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.559042957964,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.201400881317,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.193731218428,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.419284780943,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.709256605229,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.953640393148,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.147664691069,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.309626508816,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.449084428617,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-08",101.567114194227,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-09",101.654349355042,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.710450064412,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.794366482739,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2019-12",102.006861260222,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2020-01",102.445216310638,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2020-02",103.029361225974,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2020-03",103.669902342166,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2020-04",104.290361939916,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2020-05",104.793021244654,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2020-06",105.010084072043,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2020-07",104.772640766496,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2020-08",104.265228617038,
"IND","CCI","AMPLITUD","LTRENDIDX","M","2020-09",103.668478004337,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.2649,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.1353,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-03",100.9458,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-04",100.7762,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-05",100.6916,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-06",100.6977,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-07",100.7835,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-08",100.893,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.0129,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.008,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-11",100.9591,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1989-12",100.9391,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-01",100.9266,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-02",100.8682,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-03",100.8128,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-04",100.7818,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-05",100.6916,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-06",100.5611,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-07",100.341,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-08",99.95565,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-09",99.54146,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-10",99.27698,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-11",99.2355,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1990-12",99.31396,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.44964,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.74171,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.1323,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.2678,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.242,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.1795,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-07",100.1035,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-08",100.052,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.98965,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.79585,
"G-20","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.52135,
